instance_id,brand,cpu_brand,cpu_model,cpu_type,cpu_frequency,ram_capacity,ram_type,ram_frequency,hdd_capacity,ssd_capacity,weight,dimensions,title
www.vology.com//554,Lenovo ThinkPad X1 Carbon Touch 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache. Lenovo ThinkPad X1 Carbon Touch 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache. Lenovo ThinkPad X1 Carbon Touch 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache,Max RAM Supported 4 GB Speed 1333 MHz / PC3-10600 Technology DDR3L SDRAM Form Factor Integrated RAM 4 GB ( provided memory is soldered ) 4 GB DDR3L. Lenovo ThinkPad X1 Carbon Touch 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD. 4 GB ( provided memory is soldered ),Max RAM Supported 4 GB Speed 1333 MHz / PC3-10600 Technology DDR3L SDRAM Form Factor Integrated RAM 4 GB ( provided memory is soldered ) 4 GB DDR3L,Max RAM Supported 4 GB Speed 1333 MHz / PC3-10600 Technology DDR3L SDRAM Form Factor Integrated RAM 4 GB ( provided memory is soldered ) 4 GB DDR3L. 1333 MHz / PC3-10600,180 GB SSD. 180 GB SSD. Lenovo ThinkPad X1 Carbon Touch 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD. Main Storage 180 GB SSD Hard Drive 180 GB SSD Interface Serial ATA-600 180 GB SSD,180 GB SSD. 180 GB SSD,3.4 lbs 3.4 lbs,8.9 in. 13 in x 8.9 in x 0.8 in. 0.8 in. 13 in,"Lenovo ThinkPad X1 Carbon Touch 3460 - 14"" - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology"
www.vology.com//3287,Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Speed 1600 MHz / PC3-12800 Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Technology DDR3 SDRAM Form Factor SO DIMM 204-pin RAM 4 GB ( 1 x 4 GB ) 4 GB DDR3. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD. 4 GB ( 1 x 4 GB ),Speed 1600 MHz / PC3-12800 Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Technology DDR3 SDRAM Form Factor SO DIMM 204-pin RAM 4 GB ( 1 x 4 GB ) 4 GB DDR3,Speed 1600 MHz / PC3-12800 Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Technology DDR3 SDRAM Form Factor SO DIMM 204-pin RAM 4 GB ( 1 x 4 GB ) 4 GB DDR3. 1600 MHz / PC3-12800,128 GB SSD. 128 GB SSD. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD. 128 GB SSD Main Storage 128 GB SSD Hard Drive 128 GB SSD Interface Serial ATA-300,128 GB SSD. 128 GB SSD,4 lbs 4 lbs,9 in. 12 in x 9 in x 1.2 in. 1.2 in. 12 in,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology"
www.vology.com//3209,Lenovo ThinkPad X1 Carbon Touch 3448 - 14 '' - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz. Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz. Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache. Lenovo ThinkPad X1 Carbon Touch 3448 - 14 '' - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz. Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache. Lenovo ThinkPad X1 Carbon Touch 3448 - 14 '' - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz. Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache,8 GB DDR3L Technology DDR3L SDRAM Form Factor Integrated RAM 8 GB ( provided memory is soldered ) Speed 1333 MHz / PC3-10600. Lenovo ThinkPad X1 Carbon Touch 3448 - 14 '' - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD. 8 GB ( provided memory is soldered ),8 GB DDR3L Technology DDR3L SDRAM Form Factor Integrated RAM 8 GB ( provided memory is soldered ) Speed 1333 MHz / PC3-10600,8 GB DDR3L Technology DDR3L SDRAM Form Factor Integrated RAM 8 GB ( provided memory is soldered ) Speed 1333 MHz / PC3-10600. 1333 MHz / PC3-10600,128 GB SSD. 128 GB SSD. Lenovo ThinkPad X1 Carbon Touch 3448 - 14 '' - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD. 128 GB SSD Main Storage 128 GB SSD Interface Serial ATA-600 Hard Drive 128 GB SSD,128 GB SSD. 128 GB SSD,3.4 lbs 3.4 lbs,8.9 in. 13 in x 8.9 in x 0.8 in. 0.8 in. 13 in,"Lenovo ThinkPad X1 Carbon Touch 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 128 GB SSD - Vology"
www.vology.com//4482,Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Form Factor SO DIMM 204-pin Technology DDR3 SDRAM Max RAM Supported 16 GB Slots Qty 2 Empty Slots 1 RAM 4 GB ( 1 x 4 GB ) Speed 1600 MHz / PC3-12800 4 GB DDR3. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. 4 GB ( 1 x 4 GB ),Form Factor SO DIMM 204-pin Technology DDR3 SDRAM Max RAM Supported 16 GB Slots Qty 2 Empty Slots 1 RAM 4 GB ( 1 x 4 GB ) Speed 1600 MHz / PC3-12800 4 GB DDR3,Form Factor SO DIMM 204-pin Technology DDR3 SDRAM Max RAM Supported 16 GB Slots Qty 2 Empty Slots 1 RAM 4 GB ( 1 x 4 GB ) Speed 1600 MHz / PC3-12800 4 GB DDR3. 1600 MHz / PC3-12800,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. Main Storage 320 GB HDD / 7200 rpm Interface Serial ATA-300 Hard Drive 320 GB HDD / 7200 rpm 320 GB HDD / 7200 rpm,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm,4 lbs 4 lbs,9 in. 12 in x 9 in x 1.2 in. 1.2 in. 12 in,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology"
www.vology.com//1286,Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,RAM 4 GB ( 1 x 4 GB ) Speed 1600 MHz / PC3-12800 Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Technology DDR3 SDRAM Form Factor SO DIMM 204-pin 4 GB DDR3. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. 4 GB ( 1 x 4 GB ),RAM 4 GB ( 1 x 4 GB ) Speed 1600 MHz / PC3-12800 Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Technology DDR3 SDRAM Form Factor SO DIMM 204-pin 4 GB DDR3,RAM 4 GB ( 1 x 4 GB ) Speed 1600 MHz / PC3-12800 Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Technology DDR3 SDRAM Form Factor SO DIMM 204-pin 4 GB DDR3. 1600 MHz / PC3-12800,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. Main Storage 320 GB HDD / 7200 rpm Hard Drive 320 GB HDD / 7200 rpm Interface Serial ATA-300 320 GB HDD / 7200 rpm,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm,4 lbs 4 lbs,9 in. 12 in x 9 in x 1.2 in. 1.2 in. 12 in,"Lenovo ThinkPad X230 Tablet 3437 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology"
www.vology.com//1870,Lenovo ThinkPad X230 2324 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 2324 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 2324 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Technology DDR3 SDRAM Form Factor SO DIMM 204-pin RAM 4 GB Speed 1600 MHz / PC3-12800 Max RAM Supported 16 GB Slots Qty 2 4 GB DDR3. Lenovo ThinkPad X230 2324 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD. 4 GB,Technology DDR3 SDRAM Form Factor SO DIMM 204-pin RAM 4 GB Speed 1600 MHz / PC3-12800 Max RAM Supported 16 GB Slots Qty 2 4 GB DDR3,Technology DDR3 SDRAM Form Factor SO DIMM 204-pin RAM 4 GB Speed 1600 MHz / PC3-12800 Max RAM Supported 16 GB Slots Qty 2 4 GB DDR3. 1600 MHz / PC3-12800,180 GB SSD. 180 GB SSD. Lenovo ThinkPad X230 2324 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD. 180 GB SSD Main Storage 180 GB SSD Hard Drive 180 GB SSD Interface Serial ATA-300,180 GB SSD. 180 GB SSD,3.3 lbs 3.3 lbs,8.1 in. 12 in x 8.1 in x 1 in. 1 in. 12 in,"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology"
www.vology.com//4339,Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache,Speed 1333 MHz / PC3-10600 Max RAM Supported 4 GB Technology DDR3L SDRAM Form Factor Integrated RAM 4 GB ( provided memory is soldered ) 4 GB DDR3L. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD. 4 GB ( provided memory is soldered ),Speed 1333 MHz / PC3-10600 Max RAM Supported 4 GB Technology DDR3L SDRAM Form Factor Integrated RAM 4 GB ( provided memory is soldered ) 4 GB DDR3L,Speed 1333 MHz / PC3-10600 Max RAM Supported 4 GB Technology DDR3L SDRAM Form Factor Integrated RAM 4 GB ( provided memory is soldered ) 4 GB DDR3L. 1333 MHz / PC3-10600,256 GB SSD. 256 GB SSD. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD. 256 GB SSD Main Storage 256 GB SSD Hard Drive 256 GB SSD Interface Serial ATA-600,256 GB SSD. 256 GB SSD,3 lbs 3 lbs,8.9 in. 13 in x 8.9 in x 0.7 in. 0.7 in. 13 in,"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i5 3427U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD - Vology"
www.vology.com//1191,Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Technology DDR3 SDRAM Form Factor SO DIMM 204-pin Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Speed 1600 MHz / PC3-12800 RAM 4 GB ( 1 x 4 GB ) 4 GB DDR3. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. 4 GB ( 1 x 4 GB ),Technology DDR3 SDRAM Form Factor SO DIMM 204-pin Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Speed 1600 MHz / PC3-12800 RAM 4 GB ( 1 x 4 GB ) 4 GB DDR3,Technology DDR3 SDRAM Form Factor SO DIMM 204-pin Empty Slots 1 Slots Qty 2 Max RAM Supported 16 GB Speed 1600 MHz / PC3-12800 RAM 4 GB ( 1 x 4 GB ) 4 GB DDR3. 1600 MHz / PC3-12800,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm. Lenovo ThinkPad X230 Tablet 3438 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. 320 GB HDD / 7200 rpm Main Storage 320 GB HDD / 7200 rpm Interface Serial ATA-300 Hard Drive 320 GB HDD / 7200 rpm,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm,4 lbs 4 lbs,9 in. 12 in x 9 in x 1.2 in. 1.2 in. 12 in,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology"
www.vology.com//1677,Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD,Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz. Intel Core i5 ( 3rd Gen ) 3427U / 1.8 GHz ( 2.8 GHz ) / 3 MB Cache,Form Factor Integrated Technology DDR3L SDRAM Max RAM Supported 4 GB RAM 4 GB ( provided memory is soldered ) Speed 1333 MHz / PC3-10600 4 GB DDR3L. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD. 4 GB ( provided memory is soldered ),Form Factor Integrated Technology DDR3L SDRAM Max RAM Supported 4 GB RAM 4 GB ( provided memory is soldered ) Speed 1333 MHz / PC3-10600 4 GB DDR3L,Form Factor Integrated Technology DDR3L SDRAM Max RAM Supported 4 GB RAM 4 GB ( provided memory is soldered ) Speed 1333 MHz / PC3-10600 4 GB DDR3L. 1333 MHz / PC3-10600,128 GB SSD. 128 GB SSD. Lenovo ThinkPad X1 Carbon 3460 - 14 '' - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD. Main Storage 128 GB SSD Interface Serial ATA-600 Hard Drive 128 GB SSD 128 GB SSD,128 GB SSD. 128 GB SSD,3 lbs 3 lbs,8.9 in. 13 in x 8.9 in x 0.7 in. 0.7 in. 13 in,"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology"
www.vology.com//988,Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz. Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Slots Qty 2 Max RAM Supported 16 GB RAM 4 GB ( 1 x 4 GB ) Empty Slots 1 Speed 1600 MHz / PC3-12800 Technology DDR3 SDRAM Form Factor SO DIMM 204-pin 4 GB DDR3. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. 4 GB ( 1 x 4 GB ),Slots Qty 2 Max RAM Supported 16 GB RAM 4 GB ( 1 x 4 GB ) Empty Slots 1 Speed 1600 MHz / PC3-12800 Technology DDR3 SDRAM Form Factor SO DIMM 204-pin 4 GB DDR3,Slots Qty 2 Max RAM Supported 16 GB RAM 4 GB ( 1 x 4 GB ) Empty Slots 1 Speed 1600 MHz / PC3-12800 Technology DDR3 SDRAM Form Factor SO DIMM 204-pin 4 GB DDR3. 1600 MHz / PC3-12800,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm. Lenovo ThinkPad X230 Tablet 3437 - 12.5 '' - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD. Main Storage 320 GB HDD / 7200 rpm Interface Serial ATA-300 Hard Drive 320 GB HDD / 7200 rpm 320 GB HDD / 7200 rpm,320 GB HDD / 7200 rpm. 320 GB HDD / 7200 rpm,4 lbs 4 lbs,9 in. 12 in x 9 in x 1.2 in. 1.2 in. 12 in,"Lenovo ThinkPad X230 Tablet 3437 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology"
